Test no, Test Name, Learner, Trainer, C_0, C_1, C_2, C_3, C_4, Value selected , Correction , Date, Answering Time (ms), Other Parameters,,,,,,,,,,,,
636, flower, Lula, Lizandro,7,6,,,,7,true, [2023-09-26 09:25(45.666)],1883, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
637, flower, Lula, Lizandro,2,4,,,,4,true, [2023-09-26 09:25(47.458)],777, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
638, flower, Lula, Lizandro,6,3,,,,6,true, [2023-09-26 09:25(49.258)],795, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
639, flower, Lula, Lizandro,8,9,,,,9,true, [2023-09-26 09:25(51.202)],936, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
640, flower, Lula, Lizandro,7,3,,,,7,true, [2023-09-26 09:25(52.866)],647, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
641, flower, Lula, Lizandro,6,0,,,,6,true, [2023-09-26 09:25(54.402)],519, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
642, flower, Lula, Lizandro,3,1,,,,3,true, [2023-09-26 09:25(56.722)],1064, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
643, flower, Lula, Lizandro,7,9,,,,9,true, [2023-09-26 09:25(59.626)],1898, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
644, flower, Lula, Lizandro,5,7,,,,7,true, [2023-09-26 09:26(01.418)],786, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
645, flower, Lula, Lizandro,8,1,,,,8,true, [2023-09-26 09:26(03.114)],687, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
646, flower, Lula, Lizandro,9,4,,,,9,true, [2023-09-26 09:26(04.770)],636, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
647, flower, Lula, Lizandro,8,0,,,,8,true, [2023-09-26 09:26(06.386)],609, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
648, flower, Lula, Lizandro,6,9,,,,9,true, [2023-09-26 09:26(08.82)],688, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
649, flower, Lula, Lizandro,0,6,,,,6,true, [2023-09-26 09:26(10.58)],955, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
650, flower, Lula, Lizandro,5,3,,,,5,true, [2023-09-26 09:26(11.690)],627, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
651, flower, Lula, Lizandro,7,9,,,,9,true, [2023-09-26 09:26(13.458)],763, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
652, dice, Lula, Lizandro,5,2,,,,5,true, [2023-09-26 09:29(53.562)],694, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
653, dice, Lula, Lizandro,3,5,,,,5,true, [2023-09-26 09:29(55.370)],803, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
654, dice, Lula, Lizandro,7,5,,,,7,true, [2023-09-26 09:29(57.122)],747, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
655, dice, Lula, Lizandro,0,8,,,,8,true, [2023-09-26 09:29(58.850)],717, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
656, dice, Lula, Lizandro,6,2,,,,6,true, [2023-09-26 09:30(00.442)],585, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
657, dice, Lula, Lizandro,7,0,,,,7,true, [2023-09-26 09:30(02.2)],548, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
658, dice, Lula, Lizandro,7,0,,,,7,true, [2023-09-26 09:30(03.538)],527, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
659, dice, Lula, Lizandro,6,3,,,,6,true, [2023-09-26 09:30(05.186)],640, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
660, dice, Lula, Lizandro,5,0,,,,5,true, [2023-09-26 09:30(06.722)],528, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
661, dice, Lula, Lizandro,8,5,,,,8,true, [2023-09-26 09:30(08.322)],595, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
662, dice, Lula, Lizandro,7,1,,,,7,true, [2023-09-26 09:30(10.282)],776, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
663, dice, Lula, Lizandro,0,5,,,,5,true, [2023-09-26 09:30(11.850)],562, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
664, dice, Lula, Lizandro,4,0,,,,4,true, [2023-09-26 09:30(13.450)],583, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
665, dice, Lula, Lizandro,3,2,,,,3,true, [2023-09-26 09:30(15.194)],737, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
666, dice, Lula, Lizandro,4,5,,,,5,true, [2023-09-26 09:30(16.930)],732, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
667, dice, Lula, Lizandro,3,1,,,,3,true, [2023-09-26 09:30(18.402)],466, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
668, dice, Lula, Lizandro,1,8,,,,8,true, [2023-09-26 09:30(20.58)],649, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
669, dice, Lula, Lizandro,2,6,,,,6,true, [2023-09-26 09:30(21.650)],586, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
670, dice, Lula, Lizandro,7,8,,,,8,true, [2023-09-26 09:30(23.554)],893, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
671, dice, Lula, Lizandro,8,6,,,,8,true, [2023-09-26 09:30(25.322)],761, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
672, dice, Lula, Lizandro,2,6,,,,6,true, [2023-09-26 09:30(26.938)],704, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
673, dice, Lula, Lizandro,1,4,,,,4,true, [2023-09-26 09:30(28.698)],754, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
674, dice, Lula, Lizandro,2,5,,,,5,true, [2023-09-26 09:30(30.410)],707, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
675, dice, Lula, Lizandro,7,5,,,,7,true, [2023-09-26 09:30(31.986)],569, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
676, dice, Lula, Lizandro,3,5,,,,5,true, [2023-09-26 09:30(33.634)],640, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
677, dice, Lula, Lizandro,7,9,,,,9,true, [2023-09-26 09:30(35.442)],798, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
678, dice, Lula, Lizandro,6,4,,,,6,true, [2023-09-26 09:30(37.122)],670, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
679, dice, Lula, Lizandro,1,3,,,,3,true, [2023-09-26 09:30(38.778)],651, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
680, dice, Lula, Lizandro,6,5,,,,6,true, [2023-09-26 09:30(40.834)],1050, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
681, dice, Lula, Lizandro,5,2,,,,5,true, [2023-09-26 09:30(42.578)],734, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
682, dice, Lula, Lizandro,4,5,,,,5,true, [2023-09-26 09:30(44.610)],904, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
683, dice, Lula, Lizandro,9,6,,,,9,true, [2023-09-26 09:30(46.274)],659, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
684, dice, Lula, Lizandro,0,2,,,,2,true, [2023-09-26 09:30(47.978)],698, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
685, dice, Lula, Lizandro,6,0,,,,6,true, [2023-09-26 09:30(49.498)],514, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
686, dice, Lula, Lizandro,2,4,,,,4,true, [2023-09-26 09:30(51.122)],618, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
687, dice, Lula, Lizandro,5,4,,,,5,true, [2023-09-26 09:30(52.890)],756, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
688, dice, Lula, Lizandro,1,6,,,,6,true, [2023-09-26 09:30(54.610)],706, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
689, dice, Lula, Lizandro,3,8,,,,8,true, [2023-09-26 09:30(56.306)],690, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
690, dice, Lula, Lizandro,5,6,,,,5,false, [2023-09-26 09:30(58.130)],817, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
691, dice, Lula, Lizandro,2,1,,,,2,true, [2023-09-26 09:31(00.274)],1131, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
692, dice, Lula, Lizandro,9,5,,,,9,true, [2023-09-26 09:31(03.530)],760, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
693, dice, Lula, Lizandro,3,4,,,,4,true, [2023-09-26 09:31(05.274)],738, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
694, dice, Lula, Lizandro,6,2,,,,6,true, [2023-09-26 09:31(07.274)],992, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
695, dice, Lula, Lizandro,2,9,,,,9,true, [2023-09-26 09:31(09.18)],738, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
696, dice, Lula, Lizandro,1,2,,,,2,true, [2023-09-26 09:31(10.690)],662, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
697, dice, Lula, Lizandro,0,7,,,,7,true, [2023-09-26 09:31(12.698)],1002, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
698, dice, Lula, Lizandro,8,2,,,,8,true, [2023-09-26 09:31(14.282)],578, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
699, dice, Lula, Lizandro,6,4,,,,6,true, [2023-09-26 09:31(16.346)],1053, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
700, dice, Lula, Lizandro,9,8,,,,9,true, [2023-09-26 09:31(18.402)],1050, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
701, dice, Lula, Lizandro,9,8,,,,9,true, [2023-09-26 09:31(20.402)],981, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
702, dice, Lula, Lizandro,0,8,,,,8,true, [2023-09-26 09:31(24.114)],928, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
703, dice, Lula, Lizandro,7,3,,,,7,true, [2023-09-26 09:31(25.810)],689, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
704, dice, Lula, Lizandro,1,6,,,,6,true, [2023-09-26 09:31(27.362)],546, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
705, dice, Lula, Lizandro,9,4,,,,9,true, [2023-09-26 09:31(28.890)],522, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
706, dice, Lula, Lizandro,3,6,,,,6,true, [2023-09-26 09:31(30.498)],602, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
707, dice, Lula, Lizandro,5,9,,,,9,true, [2023-09-26 09:31(32.250)],746, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
708, dice, Lula, Lizandro,7,4,,,,7,true, [2023-09-26 09:31(33.866)],605, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
709, dice, Lula, Lizandro,7,4,,,,7,true, [2023-09-26 09:31(35.666)],788, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
710, dice, Lula, Lizandro,3,8,,,,8,true, [2023-09-26 09:31(37.290)],612, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
711, dice, Lula, Lizandro,1,5,,,,5,true, [2023-09-26 09:31(38.994)],698, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
712, dice, Lula, Lizandro,6,4,,,,6,true, [2023-09-26 09:31(41.274)],848, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
713, dice, Lula, Lizandro,4,2,,,,4,true, [2023-09-26 09:31(42.930)],645, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
714, dice, Lula, Lizandro,2,7,,,,7,true, [2023-09-26 09:31(44.642)],706, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
715, dice, Lula, Lizandro,3,1,,,,3,true, [2023-09-26 09:31(46.58)],410, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
716, dice, Lula, Lizandro,5,2,,,,5,true, [2023-09-26 09:31(47.706)],642, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
717, dice, Lula, Lizandro,3,1,,,,3,true, [2023-09-26 09:31(49.202)],491, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
718, dice, Lula, Lizandro,5,6,,,,6,true, [2023-09-26 09:31(50.930)],719, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
719, dice, Lula, Lizandro,7,2,,,,7,true, [2023-09-26 09:31(52.786)],850, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
720, dice, Lula, Lizandro,5,6,,,,6,true, [2023-09-26 09:31(54.586)],792, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
721, dice, Lula, Lizandro,0,4,,,,4,true, [2023-09-26 09:31(56.282)],689, background black, foreground green, bg opacity .2, Value Set [0,1,2,3,4,5,6,7,8,9]
